Clean_Reviews,Uncleaned_Reviews,Subjectivity,Polarity,sentiment
product old version cd provided day productcouldn install well even hand expert experienced hand print quality good want replace product,Product is of old version. CD is not provided those days with productCouldn't install well even at the hands of expert and experienced hands.Print quality is not good .I want to replace this product.,0.5666666666666668,0.5333333333333333,pos
printer lil bit slow guy buy u want use ocassionally heavy printing good thinking getting scanner colour print cost per print want b w print faster rate go canon cost around k worth investment one thing return policy remember,"The printer is lil bit slow guys ! Only buy if u want to use it ocassionally, for heavy printing it is not good...if you are thinking in 7000 you are getting scanner, colour print..but the cost per print is more...if you want only B&W print and at faster rate then go with Canon 2900 cost around 11k but worth investment.One more thing it have no return policy remember this👍",0.4,0.12499999999999999,pos
bang buck refilling cost badly refill ink syringe got kyou see change quality output use non branded ink cost u le original ink recommended glossy photo paper day day office use local ink refill enough may clogged periodically careful choosing ink without sediment formation,"Bang for Buck but refilling costs you badly, if you don't refill ink with syringe. Got for 6kYou will see change in quality of output if you use non branded ink which cost us less. Original ink recommended for Glossy Photo papers.For day to day office use local ink refill is enough but it may clogged periodically careful while choosing ink without sediment formation.",0.5833333333333333,-0.08499999999999996,pos
pro scannerprintermobile appwirelesslegal paperauto scanning dual trayconsit inkjet watch printing bad term paper pulling take average printing lesscostly due covid bought discount pairing easy mentioned,Pros.ScannerPrinterMobile appWirelessLegal paperAuto scanning from dual trayConsIt's inkjet so watch your printing.Bad in terms of paper pulling take only If your average printing is lessCostly now due to covid had bought in discount then.Pairing was not so easy as mentioned,0.56875,-0.13541666666666663,neg
low yield cartridge high cost,Very low yield and cartridges are high cost.,0.41999999999999993,0.08,neg
got delivered today time mentioned amazon tried sample printout come well canon give little bit sturdy top cover mean cover scanner look flimsy product excellent noiseless printer easy connect mobile,"Got it delivered today, on time as mentioned in Amazon. Tried a few sample printouts and it has come out well. Canon has to give a little bit more sturdy top cover, i mean the cover for scanner, looks very flimsy. Other than that product is excellent. A noiseless printer. easy to connect through mobile.",0.7041666666666667,0.2866666666666667,pos
worked really awesome print quality best good enough purchased sale fax support voip line worked pstn overall,"Worked really awesome, print quality is not best but good enough, purchased in 6500 during sale, Fax doesn’t support VOIP line, worked with only PSTN. Overall 4/5",0.4800000000000001,0.54,pos
multi function printer print color b w scan copy fax side printing adf feature besides easy install come set color b w cartridge printer need buy extra initially however number print cartridge far le promised work well usb wifi computer smartphones quality print mobile application good initial problem head aligning resolved reinstalling cartridge,"This Multi Function Printer can Print Color and B&W, Scan, Copy, Fax with Both Side printing and ADF feature besides easy to install. It comes with a set of Color and B&W cartridges with the Printer so need to buy extra initially however number of prints from these cartridges is far less than promised. Works well with USB and WiFi for both computers and Smartphones but quality of Prints from Mobile application is not good. Initial problems with Head aligning can be resolved by reinstalling cartridges once.",0.4222222222222222,0.20555555555555557,pos
waste product,Waste product don't but it,0.0,-0.2,neg
material quality great however yet faced issue printing considering price think decent buy,"Material quality is not so great.However not yet faced any issues in printing.Considering price, I think it is a decent buy.",0.7083333333333333,0.48333333333333334,pos
bought printer mostly scanning device keep document easily accessible digital format intend use printing could gotten something else glad got one come handy quite frequently,I bought this printer mostly as a scanning device to keep all the documents in an easily accessible digital format. I didn't intend to use it for printing. I could have gotten something else but am glad I got this one. This has come in handy quite frequently now.,0.5125,0.3458333333333334,pos
simple operation,Not simple operations.,0.35714285714285715,0.0,pos
print quality really good go home school use,"Print quality is really good , this is a go for home and school use : )",0.6000000000000001,0.7,pos
wast,Wast,0.0,0.0,pos
printing fairly simple good decent speed scan mobile phone interface scanning printing big plus user interface scanner terrible grown used cano scan toolbox straightforward convoluted interface setup totally confusing error message whatnot technology challenged device,"Printing is fairly simple and good.Decent speed of scan and the mobile phone interface for both scanning and printing is a big plus.The user interface of the scanner is terrible. Having grown used to the cano-scan toolbox which was straightforward, this is a most convoluted interface.Setup is totally confusing and with error messages and whatnot. If you are technology challenged, this is not the device for you.",0.49982993197278913,-0.008333333333333344,neg
using study purposesand help muchit save time,I am using for study purposesAnd it helps me so muchIt saves my time,0.0,0.0,pos
good printout refill way costly getting copy xerox shop reason give star,All good but after 50 printouts had to refill. This is way too costly than getting a copy from a Xerox shop. That’s the reason give 2 star.,0.6000000000000001,0.7,pos
great feature especially getting adf price range along flat bed scanner wifi completely operated mobile device though setting wifi initially may get frustrating print quality average especially colored print look faded however tolerable threshold home use,"Great features especially getting ADF for the price range along with flat bed scanner and wifi can be completely operated by mobile device.( Though setting up wifi initially may get frustrating).Print quality is average especially colored prints look faded, however in tolerable threshold for home use.",0.5718749999999999,0.040624999999999994,pos
rong,Rong,0.0,0.0,pos
simple install using month issue satisfied product teeny thing could better way print roll page tends fall edge,Simple to install. Have been using for a month. No issues and satisfied with the product. Teeny thing which could have been better is the way the print rolls out and the page tends to fall from the edge.,0.6190476190476191,0.3333333333333333,pos
writing review using month must say struggled printer first week bought printer home usage basic printing son homework basic printout ticket form etc first set cartridge even go print buy new ink moreover every printer stop working basic reason paper get stuck wrinkled torn inside frequently becomes difficult find small piece paper remain inside hp printer office frankly though one costlier one one also much much better one canon printer lot unique feature wifi dual colour impossible price however use feature printer remains bad day strongly recommend purchasing product,"I am writing this review after using it for 10 months. I must say that I have struggled with this printer from the very first week. I have bought the printer for home usage, some basic printing for my son's homework, or my own basic printouts (tickets, forms, etc.). The first set of cartridges did not even go 100 prints and we had to buy new ink. Moreover, every now and then the printer stops working for very basic reasons. Papers get stuck or wrinkled or torn inside very frequently and then it becomes difficult to find the small pieces of paper which remain inside. I have an HP printer at my office, and frankly, though that one is costlier than this one, that one is also much much better than this one. The Canon printer has lots of unique features, Wifi-dual-colour, which is impossible at this price. However, what is the use of having such features if the printer remains bad for most of the days. I strongly recommend against purchasing this product.",0.5068722943722943,-0.005140692640692632,neg
get page blackand page coloras mentioned box would suggest better go product certain thatyour monthly usage page cause print cost ink cost economical also checked scanning function working well mobile printing desktop printing wireless printing everything working perfectly st printer everything fine regret atleast,"You will get 400 pages for blackand 180 pages for coloras mentioned on box.i would suggest its better to go for this product if you are certain thatyour monthly usage is not more than 30 pages . cause the print cost and ink cost is not very economical.also i have checked scanning and other functions they are working well.mobile printing, desktop printing, wireless printing. everything is working perfectly.This is my 1st printer and everything is fine so i have no regrets atleast for now.",0.6942857142857143,0.4861904761904762,pos
day,15day,0.0,0.0,pos
writing review month buying product looking home printer range k price think need think twice printer quality photocopy scanner printer really good already printed around sheet still black cartridge half full multiple setting option available print scan according need build quality ok easy install disappoint,"Writing review after 3 months of buying this product.If you are looking for a home printer with a range of 5-7k price. I think you don’t need to think twice to by this printer. Quality of photocopy, scanner and printer is really good. I have already printed around 150 sheets, still the black cartridge is half full.Multiple setting options available to print and scan according to our needs.Build quality is ok. Very easy to install.This will not disappoint you.",0.43541666666666673,0.25625,pos
overall product good quality one rate latest feature would recommend spending extra k buy inktank printer since cost catridge printer quite high dont ever think refilling catridge home big mess go cannon epson inktank printer,Overall the product is a good quality one at this rate with all the latest features...BUT....i would recommend spending some extra 3-5k and buy an inktank printer since the cost of catridge for this printer is quite high.....and dont ever think of refilling the catridge at home by yourself i will be a big mess..........so go for Cannon or Epson inktank printers only.,0.34500000000000003,0.16928571428571426,pos
nice product easy install use,"Nice Product, Easy to install & use",0.9166666666666667,0.5166666666666666,pos
price worthy within week facing technical,Price worthy but within week I'm facing technical,0.55,0.16666666666666666,pos
paper keep getting jammed time print quality however pretty good paper jam issue make headache print every time,Paper keeps getting jammed all the time. Print quality however is pretty good but paper jam issue makes it a headache to print every time.,0.7333333333333334,0.2833333333333333,pos
cartridge cost high ink empty quickly print page,Cartridges cost is too high and ink empty quickly.. I print 10 to 25 pages only..,0.5133333333333333,0.1311111111111111,neg
nice,Nice,1.0,0.6,pos
product working nice print photo copy good quality automatic printing working well scan yet tested overall better hp printer,Product is working nice. Print and photo copy both are good quality. Automatic printing is working well.  Scan is not yet tested. Overall better than HP printers.,0.525,0.44999999999999996,pos
easy install easy usehandy applicationcan print page medium quality print page high quality printing single go print month go ink box printer,"Easy to install, easy to useHandy applicationCan print 300-350pages on medium quality print200pages on high quality printing on a single go.If you have more than 100prints a month go for a ink box printer.",0.6052380952380952,0.2388095238095238,pos
good,Good,0.6000000000000001,0.7,pos
like,I Like it,0.0,0.0,pos
since bought printer find challenge east use printer awesome would say good thanks amazon,"Since I bought this printer,  I do not find any challenges.Its east to use and printer is awesome.I would say ..Very good.Thanks to Amazon.",0.6,0.6333333333333333,pos
good,Good,0.6000000000000001,0.7,pos
good one look cool got easy install easy print copy done scanning part yet printing time okay printing quality good plain paper tested printing photo paper amazon delivery packaging timely good would recommend,"A good one, looks Cool, got at 5999, easy to install, easy to print & copy (I have not done the scanning part, yet). Printing time's okay, printing quality is good on plain paper(have not tested printing on photo papers ). Amazon's delivery & packaging was timely and good. I would recommend this.",0.6217261904761906,0.450297619047619,pos
good one though sometimes connecting wifi getting print get challenging colour cartridge also seem earlier expected,Good one. Though sometimes connecting to wifi and getting print gets challenging. Colour cartridge also seem to be over earlier then expected.,0.625,0.27499999999999997,pos
printing cost high printer reliable black pg catridge rupee print around page printing cost around rupee per page,"Printing cost is high . The printer is reliable , but the black PG47 catridge is 560 rupees and only prints around 60-70 pages , so printing cost is around 10 rupees per page .",0.48666666666666664,-0.003333333333333327,pos
keeping one star good build quality material feel cheep build certainly sturdy,Keeping one star for not good build quality. Material feels cheep build is certainly not sturdy.,0.5857142857142857,0.45714285714285713,pos
purchased printer son tracing worksheet need lot copy worksheet print come ok take copy go faded copy copy technician took three day come following multiple time purchased new warranty said take colour copy black white picture black white cant take grey colour amazing taking colour print take colour copy b w way also come said madam come way need pdf print jpeg good print anything even one printer cant take copy worksheet dotted line fully useless printer waste money feel like throwing garbage serving purpose occupying space icing cake print cell phone cant opts option duplex printing worst product ever seen printer,"Purchased this printer for my son, for his tracing worksheets, as I need lots of copies for same worksheets.  The print comes ok but as I take copies it goes faded copy by copy. The technician took three days to come after following up multiple times after being purchased new and in warranty, and said, you have to take a colour copy of black & white picture as Black & white cant take grey colours ... how Amazing...and after taking colour print take colour copy not B&W, but after doing that way also it did not come so he said Madam it will come this way only. you need PDF to print, JPEG is not good to print, can't do anything. Now even after having an all in one printer, cant take copies of worksheets having dotted lines. Fully useless printer, waste of money. Feels like throwing it in the garbage as it's not serving the purpose and occupying the space. and the icing on the cake is you can print from your cell phone but cant opts for the option of duplex printing. The worst product I have ever seen as a printer.",0.3372294372294372,-0.010497835497835482,pos
printing quality goodits printing fasti complaint build quality thin plastic need careful handling thing printer week see problem printing sheet proper document fix,"The printing quality is goodIts printing fastI have complaint on build quality, its thin plastic and need to be careful while handling things with printer.Its just 2 weeks now, i see problem printing A4 sheets and there is no proper document to fix it.",0.5375,-0.19999999999999998,neg
ink efficient,Not at all ink efficient,0.0,0.0,pos
use print workbook kid,I use to print workbooks for my kid.,0.0,0.0,pos
one printer duplex printout like much moreover canon onsite service facility quite good enough use requirement future along light weight easy carry,It is an all-in-one printer having duplex printout so like it very much. Moreover Canon onsite service facility is quite good enough to use it now and for my own requirement in future. Along with it is light weight easy to carry out.,0.4930555555555556,0.28888888888888886,pos
ok ok ok k k,OK OK OK o k o k,0.5,0.5,pos
nice printer many facility help problem printer giving one code search code google problem solved ex paper trapped printer printer gave code searched code solved problem facility impressed printing quality also good use printer wireless buy,It's  very nice printer.there are many facilities in it.it helps when there is any problem in printer by giving one code .and if you search this code in google your problem will be solved.ex.my papers were trapped in the printer then the printer gave me code 5100 and when I searched this code I solved this problem.this facility impressed me.the printing quality is also very good.we can use this printer wireless so buy it,0.62,0.52,pos
medium could loaded used one week ive put away week month ive tried print document got new cartridge old one dried start printing im getting smudge ive tried troubleshooting step cleaned nozzle deep cleaning time need quick print bad product waste time money,"The media could not be loaded.
                



 used it for one week and ive put it away.This week (after 10 months) ive tried to print few documents. got new cartridges as the old ones are dried out, once i start printing im getting all smudges, ive tried all troubleshooting steps. cleaned nozzles, did deep cleaning and who has time for this ? all we need is a quick print. this is a very bad product. Waste of time and money",0.40303030303030296,-0.07575757575757576,neg
working printer greate,Working with this printer is greate,0.0,0.0,pos
overall good printer go,Overall good printer go for it,0.30000000000000004,0.35,pos
print quality good black white print colour print quality good expected colour catridge draining fast printer noisy price range good,Print quality is good for black and white print.. Colour print quality is not good as expected... Colour catridge is draining too fast..Printer is noisy too.. At this price range its good..,0.461904761904762,0.29047619047619044,pos
printer build quality print quality good easy install easy access trough app cartridge print page refill cost set replacement,Printer build quality and print quality are good. Very easy to install and easy to access it trough app.But cartridges will not print more than 200 pages and refill cost 1600 for each set replacement.,0.7555555555555556,0.5222222222222223,pos
ordered jan received feb used defective product see open cartridge finger print scanner dirt printer scrambled mannual leaking cartridge multiple taping box look like brand new broken thermocol look packing cable look new cartridge slot defective move bit first told replacement pickup guy refused replace asking new condition hell used asking provide new kind scam many complaint call also giving refund fortunately spoke one guy helped refund guy experience seller appario something printer waiting month hard time,"I ordered it on 5 Jan received on 7 Feb. It was a used and defective product. As you can see open cartridge, finger prints on scanner, dirt all over the printer, scrambled mannual, leaking cartridge, multiple taping on the box to look like brand new, broken thermocol, just look at the packing of cables does it look new? And the cartridge slot was defective and wouldn't move a bit. At first I was told for the replacement and the pickup guy refused to replace and was asking it to be in New condition. What the hell? You have me used and asking me to provide new, what kind of scam is this. Then after so many complaints over call then also they were not giving the refund. But fortunately I spoke to one guy who helped me with the refund. Guys this was my experience with the seller ""appario"" something. The printer I was waiting for months have me a hard time.",0.45332167832167836,0.10029137529137527,neg
print quality good easy install wifi printing take little longer give feedback week usage,"Print quality is good,easy to install,wifi printing takes a little longer .Will give a feedback after few weeks of usage",0.6444444444444445,0.31527777777777777,pos
colour print black print,Colour print 80%Black print 100%,0.43333333333333335,-0.16666666666666666,pos
good product take time print first time print quality good double side printing available easily accessible via iphone,Good product. Takes time to print for first time but print quality is good. Double side printing available. Easily accessible via my IPhone .,0.38472222222222224,0.4041666666666666,pos
well good quality one printer reputed brand good reasonable price print quality good also print photo take time print depending upon content printing highly recommended home small office daily requirement le like page day print like speed laser printer,"Well, this is a good quality all in one printer from a reputed brand for a very good reasonable price, print quality is very good, you can also print your photos, it just take some time to print depending upon the content of printing, it is highly recommended for home and small offices where daily requirements is very less like 25-30 pages a day as it doesn't print like a speed of laser printer",0.4771428571428572,0.3157142857142857,pos
amazon become waste company knowing product seller stocking platform product received faulty product power socket coming printer cover scanning cover detach fall cheap product cheap plastic component cheap build quality felt like product original part altered duplicate one face issue plea make sure buy type item amazon since got option refund replace product one option chose different one,Amazon has become the waste company that it’s not knowing what product the seller is stocking up in its platform. The product which I received is a faulty product with the power socket coming out and the printer cover/scanning cover was about to detach and fall out. Such a cheap product with cheap plastic components and cheap build quality felt like the product original parts were altered with duplicate ones.2) Not all face the same issue but pleas do make sure not to buy these type of items from Amazon. Since I got no option of refund I had to replace the product with the same one and no option to chose a different one.,0.6198412698412697,0.26785714285714285,pos
adf scan issue seen picture consulted canon manager executive accepted issue model model adf planning buy adf suggest buy canon start small issue eventually give rise bigger issue,There's a ADF Scan issue as seen in the picture. Consulted with Canon Manager and executives. They accepted that this issue is there in this model and other models with ADF. So if you are planning to buy ADF then I suggest not to buy Canon. As its starts with small issues and eventually gives rise to bigger issues.,0.45,-0.125,pos
printer good printer body wight lessboth side adf able enable,Printer is good and printer body is wight lessBoth side ADF not able to enable.,0.6125,0.6,pos
main issue feel printing output cartridge printing output low approx page coloured page black think mark told,"Main issue I feel is for printing output, Cartridge printing output is very low approx 20  pages coloured and 70 pages for black ,I think it's not up to mark as told",0.35555555555555557,0.0,neg
product one requisite feature bought one printer however print quality exceptional,As a product this one has all the requisite features which is why I bought this all in one printer however just that the print quality ain't exceptional..,1.0,0.6666666666666666,pos
printer cost worth buy money spent worth paper get frequently jammed hectic problem take remove one corrected awesome product,The printer at this cost is worth a buy and the money spent is worth it....but paper gets frequently jammed which is a hectic problem ...and takes some doing to remove one....if this is corrected than its an awesome product.,0.38,0.27999999999999997,pos
like printer specially duplex printing document feeder excellent using duplex page scanning exceed expectation printing volume large may cartridge cost concern hv gone thru video youtube show refill home,"I like this printer. Specially duplex printing and document feeder is excellent.After using duplex page scanning,it's exceed my expectations.My printing volume is not large but may be cartridge cost is concern.I hv gone thru some videos on youtube which shows how to refill at home.",0.6666666666666666,0.5238095238095238,pos
product felt weak fragile un boxing rest every look fine good home usage come usb lan cable also connects wifi connectivity issue would good printer came storage facility printed document whole printing done,The product felt very weak and fragile while I was un-boxing it.  Rest every this looks fine and is good for home usage. It comes with USB and a LAN cable and also connects with WiFi so connectivity isn't an issue here. It would have been good if the printer came with a storage facility for the printed documents until the whole printing is done.,0.5375,0.2736111111111111,pos
print fast easy configure however quality plastic turn heavyduty print job also look like ink depleting fast printed page far economy mode gone already buy want print page occasionally,Prints fast and easy to configure. However the quality of plastic is a turn off. Not for heavyduty print jobs. Also looks like the ink is depleting very fast. I have printed about 15 pages so far in economy mode and 20% is gone already. Buy it if you want to print a few pages occasionally.,0.6316666666666666,0.18666666666666665,pos
print quantity per cartridge low wrt data shown manufacturer,Print quantity per cartridge is very low wrt data shown by manufacturer.,0.3,0.0,neg
easy install print quality speed good easily connect smart phone printer follow cd manual breeze double sided print convenient save paper,"Easy to install, the print quality and speed were good too. We can easily connect the smart phone to the printer. Just follow the CD manual and its a breeze. The double sided print is very convenient and can save paper",0.5819047619047619,0.35619047619047617,pos
best photoprint,Best for photoprint .,0.3,1.0,pos
good product worth buying especially current situation child online class,This is a good product worth buying especially in the current situation when children are having online classes,0.5,0.3333333333333333,pos
print quality goodbutink cartridge economical,Print quality goodButInk cartridge are not economical,0.9,0.3,pos
writing review use day printer good adf work well printing internet also work duplexer also good print speed black white sec till taken around page cartridge showing filled minor issue print color black black grey color printing red like orange,I am writing this review after use of 10 Days. Printer is good. ADF works very well. Printing from internet is also works. Duplexer is also very good. Print speed for black & white is about 5 sec. Till now I have taken around 60 pages and cartridge is showing 75 % filled. Only minor issue is with Print colors. Black is not black it's grey and color printing red is like orange.,0.3909090909090909,0.09999999999999996,pos
nan,,0.0,0.0,pos
using hp past year needed new printer decided get canon e since hp series available anymore quality printing poor slow worst desktop utility minimal feature manage overall disappointed,"I've been using hp 4530 for the past 5-6 years. Needed a new printer so decided to get canon e4270 since that hp series was not available anymore. The quality of printing is very poor and slow. The worst is the desktop utility. Very minimal features to manage. Overall, very disappointed.",0.49494949494949503,-0.2515151515151515,neg
print quality bad expect qualitynot easy install window old version phone connectivity time take long printer screen shown detail,"Print quality not bad but I expect more qualityNot easy to install windows old version and phone connectivity time is take too long,Printer screen is not shown all details",0.525,-0.05416666666666663,neg
printing slow wifi connection hectic bunch print manage lan port bunch print feature average recommend slight budget buyer,"Printing is slow,wifi connection is hectic, not for bunch print,  I have to manage with LAN port for bunch print,features are average, recommend for slight below budget buyer",0.3222222222222222,-0.20555555555555557,pos
nice printer use easy install good print le number page want print page bulk go another printer consumes much ink,It's a very nice printer for your own use. Easy to install. Good to print less number of pages but if you want to print pages in bulk than go for another printer as it consumes much more ink.,0.6583333333333334,0.4833333333333333,pos
nice rps slow,"Nice in 7,999 rps. but very slow",0.7,0.14999999999999997,pos
need change another printer,I need to change another printer,0.0,0.0,pos
firstly print quality great expected installation bit hectic come cd rom installation wireless printing performed well also print fast enough built quality okay,Firstly the print quality is not that great which wasn't expected. Installation is a bit hectic because it comes with a CD-ROM for installation. Wireless Printing performed well and also it prints fast enough. Built quality is okay.,0.513888888888889,0.275,pos
hassel free wifi set print quality acceptable auto doc feeder scanner work like charm issue found bulk scanning start getting slow page scanned around page back back mobile ipad application good easy use compact design due front feeding paper front ouput,"Hassel free wifi set up. Print quality is acceptable. Auto doc. feeder/Scanner works like charm.Only issue i found was during bulk scanning it starts getting slow,after 50 pages or so (scanned around 200 pages back to back) .mobile and ipad applications are good and very easy to use.compact design due to front feeding of papers and front ouput",0.42976190476190473,0.15833333333333335,pos
new canon pixma ink efficient e boast powerful rounded performance impressive cost saving pro automatic document feederautomatic printing sideshassle free wireless printing scanningcanon apps selphy photoprint editor borderless printing photoscompact sizelow cost cartridgesfax functionality plusquality feature functionality superbcons none yetthis best class product feature home use affordable price range go praveen,New Canon PIXMA Ink Efficient E4270 boasts powerful All-rounded performance with impressive cost savings.Pros:Automatic Document FeederAutomatic printing on both sidesHassle free wireless printing/scanningCanon apps (Selphy & PhotoPrint editor)Borderless printing for photosCompact sizeLow cost cartridgesFax functionality is a plusQuality of all the features/functionalities is superbCons:None yetThis is the best in class product with all the features for home use at an affordable price range. Just go for it.- Praveen,0.7109090909090909,0.5672727272727273,pos
best product ever pruchased life,Best product ever pruchased in life.,0.3,1.0,pos
good quality printing,Good quality printing,0.6000000000000001,0.7,pos
first set took little longer easy print good home,First set up took little longer. Easy to print and good for home.,0.5666666666666667,0.2989583333333333,pos
value money even though installation time consuming need adjust print head setting get perfect print,"Value for money, even though installation is time consuming. Need to adjust the print head settings to get perfect print.",1.0,1.0,pos
easy install use,not a easy install use,0.8333333333333334,0.43333333333333335,pos
must buy price range good printer,"Must buy. With this price range, this is a very good printer.",0.6000000000000001,0.7,pos
good product canon multiple feature wireless connection efficient make printer easy use two thing like display screen small backlight plastic light feel cheap flimsy something expect canon product,It is a good product by Canon. Multiple features and wireless connection are very efficient and make the printer easy to use.Two things I did not like. 1- the display screen is very small and there is no backlight.2. The plastic is light and feels cheap and flimsy. Something which I did not expect from a canon product.,0.5388888888888889,0.2805555555555555,pos
outstanding printer price segment anyone buy withought hesitation,"Outstanding printer in this price segment, anyone can buy this withought any hesitation.",0.875,0.5,pos
colour printer work defective piece,Colour printer does not work & a defective piece,0.0,0.0,neg
printing quality bad print blurr,printing quality is bad.. print is blurr,0.6666666666666666,-0.6999999999999998,neg
drawback taking time connect wifi,the only drawback is taking time to connect with wifi,0.0,0.0,pos
hlo,Hlo,0.0,0.0,pos
good one product happy ourput product,Good all in one product . Happy with the ourput of the product.,0.8,0.75,pos
job suck hell cartridge literally earned hardly k cartridge,Does the job but suck hell of cartridges literally i earned hardly 1k on 1 cartridges,0.5416666666666666,-0.2916666666666667,neg
super convenient sturdy printer cable required connects like dream mobile laptop even desktop print quality good cant comment economy yet week since brought still running complimentary ink possible feature affordable price point go,"Its a super convenient & sturdy printer...no cable required 😃😃😃Connects like a dream with your mobiles, laptop or even your desktop...print quality is good...cant comment on the economy yet as its been only 2-3 weeks since i brought it...i am still running on complimentary inks...has all possible features at a very affordable price point...Just go for it!!",0.6916666666666667,0.3333333333333333,pos
medium could loaded want spoil name canon amazon product delivered early condition good problem top cover shaky breakdown soon continue using also power connector loose attached video reference guide thank amazon quick delivery awaiting replacement delivery,"The media could not be loaded.
                



 I don’t want to spoil Name of Canon and Amazon. Product delivered early and condition is good . There is problem with top cover which is very shaky and will breakdown soon if I continue using it also power connector is very loose. I have attached video for your reference and guide. Thank you Amazon for quick delivery and I am awaiting replacement delivery.",0.4448717948717949,0.20384615384615382,pos
purchased official purpose cannot print page black cartridge purchase cartridge every week lodged complaint canon engineer also confirmed cannot print beyond selling junk,"I purchased it for official purposes but it cannot print more than 40 pages with Black Cartridge and I have to purchase cartridge every week. I lodged a complaint with Canon and their engineer also confirmed it cannot print beyond it. So, selling this junk now.",0.5444444444444444,-0.022222222222222216,neg
cd supported pc,Cd not supported for my PC? What to do,0.0,0.0,pos
printer superb print quality compair wid laser dull otherwise printer superb cost efficient n economical,Printer is superb but d print quality if we compair wid laser then its dull.....otherwise the printer is superb cost efficient n economical....,0.85,0.5020833333333333,pos
good printer duplex decent price,It’s a good printer with duplex at decent price,0.6333333333333333,0.4333333333333333,pos
bought product keeping primarily printing label sticker found lot smudge printing bar code print great print regular thing color black white,Bought the product keeping primarily for printing labels and stickers.Found lots of smudges while printing bar codes.Prints great when I print the regular things (color or black & white),0.35205128205128206,0.2066666666666667,pos
printer good aspect excepts printing color copy take little bit time scanning copying work well,Printer is very good in all the aspects excepts printing color copy which takes little bit time. Scanning and copying works well too.,0.55,0.25625,pos
product ok service poor salem district,Product ok but service very poor in salem district,0.55,0.04999999999999999,neg
bought printer th january printed color page black white page show low color ink joke giving old cartridge unhappy product return window closed otherwise could returned,I bought this printer on 16th January and printed 5 color pages and 50 black and white pages  but now it shows low color ink. Is it a joke. Are they giving old cartridge. I am very unhappy with the product. Now return window is closed otherwise I could have returned it.,0.32222222222222224,-0.12777777777777777,neg
bal,Bal,0.0,0.0,pos
best buy economical easy installation quality printing happy feature price range,Best buy and economical too. Easy installation and quality printing. Happy with a features in this price range.,0.7583333333333333,0.6333333333333333,pos
good product color ink cartridge low,very good product color ink Cartridge very low.,0.45000000000000007,0.35,pos
writing review month usage quality print good connects quickly wireless network app also good addition however print cost per page extremely expensive cartridge promise page hardly churn black white colour printed le photo text document colour text cartridge already please avoid buying go either samsung hp give bang buck inkjet give number page would sub printer would give point spending extra initial cost,"Writing a review after a few months of usage. The quality of print is good, connects quickly to the wireless network, and the app is also a good addition to have. However, the print cost per page is extremely expensive. The cartridge promises 400 pages but it hardly churns our 200 in black and white. For colour, I have printed less than 20 a4 (no photos , only text documents with some colour text) and the cartridge is already down to 50%. Please avoid buying this and go for either a Samsung or a HP which gives you more bang for the buck.For an inkjet, this gives the same number of pages as would any sub-3000 printer would give. So no point spending extra on the initial costs.",0.3861111111111111,0.08611111111111108,pos
easy wifi,Easy with wifi,0.8333333333333334,0.43333333333333335,pos
even year call technician many time fix paper jam error used old printer year one call technician fix number time call one know product entire range like also make many noise start almost unhealthy printer,"It has not even been a year and I have had to call technicians many times to fix paper jams and other errors. We used out old printer for 10 years before this one and didn’t have to call the technicians to fix it, the number of times we had to call them for this one. I don’t know if it’s just this product or the entire range is like this. Also, this makes so many noises when you start it, it’s almost unhealthy for a printer.",0.505,0.14,neg
excellent multi purpose printer good utility small office home job,An excellent multi purpose printer which can be of good utility for small office/home jobs,0.6666666666666666,0.48333333333333334,pos
printer good sound taking print,Printer is good but. It's sounds more for taking prints,0.5,0.55,pos
compact home use space store paper every time want print stack required paper tray considering compactness printer expected print side paper automatically however scanning copying able use properly meaning feed side paper manually,"Very compact for home use.It does not have a space to store Papers. Every time you want to print, you have to stack required papers in the tray. Considering the compactness of the printer, this was to be expected.It can print on both sides of paper, automatically. However for scanning or copying, I was not able to use properly; meaning I had to feed both sides of the paper manually.",0.375,0.13333333333333333,pos
nice printer occupying rd table space built good look fine review time,"Nice printer, occupying 1/3 rd of the table space, but built good and looks fine.Review the same after some time ...",0.7000000000000001,0.5722222222222222,pos
perfect home use,Perfect for home use,1.0,1.0,pos
job well would drink ink colour like page monochrome around wanted auto duplex adf work seamless price bad deal,Does the Job well. Would drink up ink. Colour is like 100 Pages. Monochrome around 300. I wanted Auto Duplex and ADF which works seamless.At this price not a bad deal.,0.3833333333333333,-0.29999999999999993,pos
printer good ink cartridge empty received,Printer are good but 1 ink cartridge is empty received,0.55,0.3,pos
good product product issue started within one month usage issue doesnt get resolved,Not so good product. The product issues started within one month of usage and issues doesnt get resolved.,0.6000000000000001,0.7,pos
nice printer home,Nice printer for home,1.0,0.6,pos
yes jack trade surprisingly master almost apart voracious nature ink consumption printing rich colour picture great buy completely worth wonderful seller delivered within hr even containment zone,"Yes, jack of all trades, and very surprisingly, master of almost all. Apart from the voracious nature of ink consumption while printing Rich Colour pictures, it's a great buy. Completely worth it, and Wonderful Seller! They delivered it within 20 Hrs. even when you are in a Containment Zone.",0.62,0.635,pos
wifi work,Wifi doesn’t work,0.0,0.0,pos
